,movie_title,imdb_score_scaled,budget_scaled,num_voted_users_scaled,movie_facebook_likes_scaled,cast_total_facebook_likes_scaled,num_critic_for_reviews_scaled,gross_scaled,Approved,G,GP,M,NC-17,Not Rated,PG,PG-13,Passed,R,TV-14,TV-G,TV-MA,TV-PG,TV-Y7,Unrated,X,unknown
1185,American Hustle ,0.8290500165641927,0.09943158353115553,1.815697585135864,2.7337648692282857,3.613845094343108,3.198159442460233,1.3232083903185923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1186,The Proposal ,0.2956539520524818,0.09943158353115553,0.9288299418405709,0.10174282107460454,0.3890836899596109,0.6520838909156217,1.5160256439316044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1187,Double Jeopardy ,0.028955919796626303,0.802291502909659,-0.23366262618811148,-0.3948651125392976,-0.4390540397042285,-0.1182255912395951,0.857764603806468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1188,Back to the Future Part II ,1.2735467369906188,0.09943158353115553,1.6912093257536198,0.20106440779738496,-0.36233843105684316,-0.15065967469876212,0.8823702773074948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1190,Fifty Shades of Grey ,-2.015728994164934,0.09943158353115553,0.8758319397556311,4.620875016961114,-0.31598837357883436,1.771059770256884,1.5467112201303093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1191,Spy Kids 3-D: Game Over ,-2.015728994164934,0.05257425557258863,-0.3451662392368849,-0.36104611226019084,0.6034965504443672,-0.4101323423720983,0.788405167303329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1192,A Time to Kill ,0.9179493606494785,0.09943158353115553,0.05775847394886185,-0.3948651125392976,1.0251066948983845,-0.5885198013975169,0.7458176144190776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1193,Cheaper by the Dozen ,-0.5044401447150855,0.09943158353115553,-0.10798591852743782,-0.3948651125392976,-0.19427562805009554,-0.320938612859389,1.1628216577918749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1194,Lone Survivor ,1.0957480488200482,0.09943158353115553,0.766786716859952,2.4854609024213348,-0.48254793147818703,1.4223933730708385,0.9739696848089878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1195,A League of Their Own ,0.7401506724789079,0.09943158353115553,-0.13106218852803053,-0.3948651125392976,0.293627625640036,-0.8317754273412696,0.7284257489614959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1196,The Conjuring 2 ,1.2735467369906188,0.09943158353115553,-0.1770042034056085,1.591566621916311,-0.4116448705793952,1.268331476639795,0.6566401403950932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1197,The Social Network ,1.184647392905334,0.09943158353115553,2.6376759524289017,3.280033596203578,-0.01684259720725322,3.3441128180264843,0.5814571380334412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1198,He's Just Not That Into You ,0.028955919796626303,0.09943158353115553,0.27840238575558873,0.20106440779738496,-0.5297999360206328,0.14124707643374107,0.5401083257788126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1199,Scary Movie 4 ,-1.1267355533120822,0.21657490342757277,0.01830199110499964,-0.3452043191779074,-0.2523509973657844,0.06016186778582352,0.49481497965591253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1200,Scream 3 ,-0.771138176970941,0.09943158353115553,0.05081114486981348,-0.3948651125392976,-0.5156694320111209,0.5547816405381206,0.47298530097010194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1201,Back to the Future Part III ,0.9179493606494785,0.09943158353115553,1.3067972411792963,-0.3948651125392976,-0.34600316755648547,-0.2641789668058467,0.4524693328994562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1202,Get Hard ,-0.3266414565445149,0.09943158353115553,-0.036835217881113484,0.3003859945201654,0.08342385145598528,0.23854932681124214,0.48993529386272205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1203,Bram Stoker's Dracula ,1.0068487047347634,0.09943158353115553,0.3584494706575859,0.3003859945201654,1.5698326136480425,0.30341749372957616,0.3807502450325181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1204,Julie & Julia ,0.5623519843083373,0.09943158353115553,-0.08006077955085238,0.25072520115877517,0.12175660169455473,0.8791224751297908,0.5425225071060588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1205,42 ,1.0068487047347634,0.09943158353115553,-0.1666680989497809,0.9956371015796284,0.30164493287947536,0.5872157239972876,0.5547351693389055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1206,The Talented Mr. Ripley ,0.8290500165641927,0.09943158353115553,0.3180829759890976,-0.3948651125392976,1.298747412614499,0.4818049527549948,0.3635915715050444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1207,Dumb and Dumber To ,-0.5933394888003704,-0.017711736365261722,0.040692356670613015,2.336478522337164,0.2649657522590403,0.6034327657268711,0.4321322219934995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1208,Eight Below ,0.8290500165641927,0.09943158353115553,-0.28690510906175687,0.15140361443599476,0.6718942028308343,-0.2074193207523044,0.36779379465596185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1209,The Intern ,0.7401506724789079,-0.017711736365261722,0.2689830842574068,2.2868177289757736,1.2586608764173024,0.7899287456170815,0.2796928517001727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1210,Ride Along 2 ,-0.4155408006297998,0.09943158353115553,-0.42398412906233496,-0.3948651125392976,-0.2862742286226622,-0.19931079988751266,0.496645449165283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1211,The Last of the Mohicans ,1.2735467369906188,0.09943158353115553,0.14950668104362577,-0.3948651125392976,-0.4383024171505311,-0.4425664258312653,0.24038173954727302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1212,Ray ,1.184647392905334,0.09943158353115553,0.13134719134922174,-0.3948651125392976,-0.2914854783282978,0.5304560779437454,0.280128519756381,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1213,Sin City ,1.5402447692464745,0.09943158353115553,3.8409764387723464,0.25072520115877517,-0.3491098741117682,1.868362020634385,0.2632978068017025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1214,Vantage Point ,0.2067546079671961,0.09943158353115553,0.24770646450700745,-0.3948651125392976,-0.2062514807390081,0.741277620428331,0.23774699839088623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1215,"I Love You, Man ",0.6512513283936222,0.09943158353115553,0.5102924138427692,-0.3948651125392976,0.9037948147316177,0.5791072031324959,0.22492951506768644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1216,Shallow Hal ,-0.4155408006297998,0.09943158353115553,0.12490240611362358,-0.3948651125392976,-0.4033269143184769,-0.28039600853543023,0.2178087746555399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1218,Big Momma's House 2 ,-1.5712322737385083,0.09943158353115553,-0.4012542068457417,-0.3619400065406959,0.4230570293867352,-0.6371709265862675,0.20843029019302683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1219,The Mexican ,-0.23774211245923,-0.04114040034454517,-0.025140886821366372,-0.29554352581651716,1.6548661785563463,-0.15065967469876212,0.16165196112793975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1220,Unbroken ,0.7401506724789079,0.6851481830132418,0.08513353115085988,1.3432626551093598,-0.39851652997481324,1.4467189356652137,0.8419918920500228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1221,17 Again ,0.028955919796626303,-0.36914169605451347,0.37925750222963306,-0.3948651125392976,-0.19452616890132804,0.38450270237749373,0.12458137377077677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1222,The Other Woman ,-0.3266414565445149,0.09943158353115553,0.09119122180434096,0.3997075812429458,-0.42762937688802743,0.38450270237749373,0.40003753911470924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1223,The Final Destination ,-1.0378362092267965,0.09943158353115553,-0.10667522985465547,-0.3948651125392976,14.672968808596007,0.6277583283212465,0.15688016407347433,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1224,Bridge of Spies ,1.0957480488200482,0.09943158353115553,0.5912698839684514,2.336478522337164,0.3032985024976097,2.557586294141684,0.23830134684823523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1225,Behind Enemy Lines ,0.028955919796626303,0.09943158353115553,-0.028190105547165705,-0.3948651125392976,-0.4182591490519327,-0.10200854951001159,0.0537377211748472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1226,Get Him to the Greek ,0.028955919796626303,,0.38209619583182486,0.20106440779738496,-0.44095815017359535,0.6358668491860382,0.07959503231807379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1227,Shall We Dance ,-0.23774211245923,0.33371822332399004,-0.3772135959563661,-0.3948651125392976,-0.4292328383359153,-0.2074193207523044,0.0372727117259864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1228,Small Soldiers ,-0.23774211245923,0.09943158353115553,-0.09261758450408838,-0.3948651125392976,-0.11430298833668794,-0.353372696318556,-0.01755378541133632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1229,Spawn ,-1.0378362092267965,0.09943158353115553,-0.25974736811638593,-0.3948651125392976,-0.19302292379393315,-0.5966283222623087,-0.0034473119089706186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1231,The Lincoln Lawyer ,0.8290500165641927,0.09943158353115553,0.5622717459747695,0.8466547214954577,0.15292388358787523,1.0575099341552094,0.038583424657146814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1233,The Prestige ,1.8958421455876155,0.09943158353115553,5.113716260241176,2.0385137621688227,2.6604870472332744,1.600780832096257,-0.029723978130335133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1234,Horrible Bosses 2 ,-0.05994342428865939,0.14628891148972242,0.15783261012565247,0.20106440779738496,0.9861225384466107,0.4250453067014525,-0.01115265647283591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1235,Escape from Planet Earth ,-0.4155408006297998,0.09943158353115553,-0.4783539400172335,-0.3948651125392976,-0.3773207739605454,-0.49121755102001585,0.025058404252616195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1236,Apocalypto ,1.2735467369906188,0.09943158353115553,0.984354245408801,0.3003859945201654,-0.5032426057899899,1.1304866219383352,-0.060716600827385885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1238,Predators ,0.028955919796626303,0.09943158353115553,0.5457692927371472,0.44936837460433604,-0.33312536780313595,1.6818660407441746,-0.04481076401571368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1239,Legal Eagles ,-0.4155408006297998,0.09943158353115553,-0.5647031963614173,-0.381804323885252,-0.43654863119190374,-1.0344884489610635,-0.07477501378666745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1240,Secret Window ,0.2067546079671961,0.09943158353115553,0.38336613770648964,-0.3948651125392976,1.5233823398295407,0.4169367858366608,-0.10363926689789409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1241,The Lake House ,0.3845532961377667,0.09943158353115553,0.1580159707171816,-0.3948651125392976,0.3909376922587312,0.2547663685408256,-0.040345037469453296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1242,The Skeleton Key ,0.1178552638819112,0.16971757546900587,-0.024488938051485,-0.3948651125392976,-0.4818965252649826,0.4007197441070772,-0.10329199566302422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1243,The Odd Life of Timothy Green ,0.2067546079671961,-0.2519983761580962,-0.3643783545493266,0.15140361443599476,-0.09130333819354627,0.20611524335207512,-0.046863661678209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,Made of Honor ,-0.5044401447150855,0.09943158353115553,-0.2487728971567162,-0.24588273245512696,-0.3303694184395787,-0.12633411210438686,-0.12829910785174423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1245,Jersey Boys ,0.4734526402230524,0.09943158353115553,-0.445416944872185,0.3997075812429458,-0.4314375978267611,0.8547969125354156,-0.11405609332865821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1246,The Rainmaker ,0.6512513283936222,0.09943158353115553,-0.30446018791741675,-0.3948651125392976,0.29417881551274744,-0.4263493841016818,-0.13047419947988773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1247,Gothika ,-0.5044401447150855,0.09943158353115553,-0.010159647380134007,-0.3948651125392976,0.5725798094022793,0.5142390362141618,0.060977922780247246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1248,Amistad ,0.7401506724789079,0.005716927614021728,-0.23459301141179634,-0.3948651125392976,1.336829622001836,-0.5398686762087664,-0.15391661821733693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1249,Medicine Man ,-0.3266414565445149,0.09943158353115553,-0.4998954139553972,-0.3604005219464928,-0.519728193801087,-0.9615117611779377,-0.13543690020592497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1250,Aliens vs. Predator: Requiem ,-1.4823329296532226,0.09943158353115553,0.01178929453920552,-0.3948651125392976,-0.3290666060131698,0.5466731196733289,-0.1870769707883251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1251,Ri¢hie Ri¢h ,-1.0378362092267965,0.09943158353115553,-0.2814314558479612,-0.3948651125392976,-0.31353307323675605,-1.0101628863666883,-0.23879482778495975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1252,Autumn in New York ,-0.771138176970941,0.09943158353115553,-0.481165469087347,-0.3948651125392976,0.8040795559410907,-0.34526417545376425,-0.24346319776991604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1253,Music and Lyrics ,0.1178552638819112,,-0.06600313420028528,-0.3948651125392976,-0.40608286368203417,0.2547663685408256,-0.06486224443556028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1254,Paul ,0.5623519843083373,0.09943158353115553,0.6886818960015597,1.6908882086390913,-0.526192147762885,1.6088893529610488,-0.24878298540309796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1255,The Guilt Trip ,-0.5044401447150855,0.09943158353115553,-0.41194345021858836,-0.3948651125392976,-0.4921185919952678,0.0277277843266565,-0.25255273337983974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1256,Scream 4 ,-0.14884276837394428,0.09943158353115553,0.08873283165124662,0.896315514856848,-0.32094908243323744,2.241353980414806,-0.23755202982489385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1258,The Doors ,0.7401506724789079,0.05257425557258863,-0.155476311733484,-0.3948651125392976,-0.39320506392868465,-0.4993260718848076,-0.27928397398071453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1259,Sex Tape ,-1.1267355533120822,0.09943158353115553,-0.04530376075655172,-0.3948651125392976,-0.4711733768322325,0.4655879110254113,-0.2324408949411329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1261,Final Destination 5 ,-0.4155408006297998,0.09943158353115553,-0.04933769377019271,0.5983507546885067,-0.3917018188212898,1.0818354967495847,-0.1762204468563422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1263,Pay It Forward ,0.7401506724789079,0.09943158353115553,0.03264486404238983,0.3997075812429458,0.6528530981371659,0.10881299297457406,-0.30263621122913903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1264,Fever Pitch ,-0.14884276837394428,-0.13485505626167898,-0.37235793584735377,-0.3948651125392976,-0.4541867071186703,-0.15876819556355387,-0.18325662469413267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1266,Drillbit Taylor ,-0.5933394888003704,0.09943158353115553,-0.2774450607654574,-0.3600032355996017,-0.38343397073061797,0.019619263461864742,-0.3117726222512614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1267,A Million Ways to Die in the West ,-0.23774211245923,0.09943158353115553,0.3058725188198611,0.7969939281340676,0.9037447065613712,1.2926570392341703,-0.1756631983140029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1268,The Shadow ,-0.3266414565445149,-0.2519983761580962,-0.49120276369031224,-0.3948651125392976,-0.40989108462076784,-0.5966283222623087,-0.32290437540299505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1269,Extremely Loud & Incredibly Close ,0.4734526402230524,0.09943158353115553,-0.0662476149889908,1.5419058285549208,0.23570258083508663,1.1304866219383352,-0.32595090074256916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1270,Morning Glory ,0.1178552638819112,0.09943158353115553,-0.21855235521950675,-0.3948651125392976,-0.5146171604359445,0.5547816405381206,-0.3377074130689639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1271,Get Rich or Die Tryin' ,-1.215634897397367,0.09943158353115553,-0.37499968659197724,-0.3948651125392976,-0.34685500645067585,-0.36958973804813955,-0.33787045919336944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1272,The Art of War ,-0.5933394888003704,0.09943158353115553,-0.44622508970151714,-0.3715245396594442,-0.357678371223919,-0.2722874876706385,-0.3487840506631659,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1273,Rent ,0.5623519843083373,0.09943158353115553,-0.33526476729431154,-0.24588273245512696,-0.24924429081050167,0.019619263461864742,-0.36442161567052084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1274,Bless the Child ,-1.1267355533120822,0.09943158353115553,-0.5362279756102445,-0.37529875995490986,-0.3169905369837643,-0.353372696318556,-0.3602857737919049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1275,The Out-of-Towners ,-0.9489368651415115,0.09943158353115553,-0.5474129716935218,-0.38100975119146974,-0.47883992687994636,-0.6614964891806427,-0.37197548656450913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1276,The Island of Dr. Moreau ,-1.749030961909078,0.09943158353115553,-0.4414373409227008,-0.3948651125392976,-0.021151899848451873,-0.5966283222623087,-0.384130551436323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1279,Sweet November ,0.2956539520524818,0.09943158353115553,-0.14099082500268226,0.002421234351824117,0.9316549573886694,-0.40202382150730653,-0.4187895926396205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1280,The Reaping ,-0.5933394888003704,0.09943158353115553,-0.36428327868705224,-0.3948651125392976,-0.49763049072238236,0.376394181512702,-0.419635455409358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1281,Mean Streets ,0.9179493606494785,-0.8260006436505407,-0.15793470188657835,-0.3948651125392976,0.6436833029820571,-0.25607044594105494,-0.7693864442012361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1282,Renaissance Man ,-0.23774211245923,0.09943158353115553,-0.5244317775552034,-0.3610957730535522,-0.389096193968472,-1.0669225324202305,-0.43058291373704577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1284,The Magic Sword: Quest for Camelot ,-0.14884276837394428,0.09943158353115553,-0.5425912672496075,-0.3948651125392976,0.1695597961097119,-0.8885350733948119,-0.45309434942174953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,City by the Sea ,-0.14884276837394428,0.5680048631168245,-0.4735729823714368,-0.37420622250095925,1.1768342344047744,-0.320938612859389,-0.4570518918443283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1286,At First Sight ,-0.4155408006297998,0.5680048631168245,-0.542075141140118,-0.3948651125392976,-0.3542710156471573,-0.718256135234185,-0.45855307622285524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1287,Torque ,-2.1046283382502193,0.09943158353115553,-0.4570841113998538,-0.3948651125392976,-0.29323926428692515,-0.4668919884256406,-0.474586154263476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1288,City Hall ,-0.14884276837394428,0.09943158353115553,-0.5046627893351547,-0.379519927390628,0.3500494253375905,-0.7587987395581438,-0.48680446329642413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1290,Marie Antoinette ,0.028955919796626303,0.09943158353115553,-0.07579594801454506,-0.3948651125392976,-0.18280085706364796,0.9439906420481249,-0.5472813995839697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1291,Kiss of Death ,-0.4155408006297998,0.09943158353115553,-0.5217424888794427,-0.36730337222372605,0.15618091465389747,-0.8398839482060614,-0.5615036534024859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1292,Get Carter ,-1.1267355533120822,0.09943158353115553,-0.4329212601161254,-0.36486999334901793,0.17898013211605315,-0.3371556545889725,-0.561158431746912,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1294,Ishtar ,-1.9268296500796487,0.3571468873032735,-0.559324619009896,-0.3574208743448094,-0.376669367747341,-0.7669072604229356,-0.5694125337388902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1295,Fantastic Mr. Fox ,1.2735467369906188,0.09943158353115553,0.32638853167206555,0.35004678788155563,0.6954450428466874,1.5521297069075066,-0.4770570685033445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1296,Life or Something Like It ,-0.5044401447150855,0.09943158353115553,-0.4868496474247502,-0.3533983500825368,0.08392493315845023,-0.4668919884256406,-0.5683890268207817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1297,Memoirs of an Invisible Man ,-0.4155408006297998,0.09943158353115553,-0.5004251223309258,-0.36357881272162174,-0.4392544723852145,-0.8398839482060614,-0.5696516234379928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1299,New York Minute ,-1.3934335855679376,-0.13485505626167898,-0.49800068784292945,-0.3527030989754773,-0.3466044655994434,-0.5966283222623087,-0.5743875319407036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1301,Big Miracle ,0.1178552638819112,0.09943158353115553,-0.5149174001947472,-0.3948651125392976,-0.4604502283994823,-0.15065967469876212,-0.4893982965231884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1302,The Deep End of the Ocean ,-0.05994342428865939,0.09943158353115553,-0.5476370790831685,-0.3661115131830527,-0.3289162815024303,-0.7263646560989767,-0.5833367759392224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1304,Cirque du Freak: The Vampire's Assistant ,-0.4155408006297998,0.09943158353115553,-0.37394026984092005,-0.3948651125392976,0.481633480404889,0.10881299297457406,-0.5769004834702148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1305,Victor Frankenstein ,-0.3266414565445149,0.09943158353115553,-0.4240045024613937,0.15140361443599476,0.099458465934864,0.12503003470415755,-0.6893430667084686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1306,Duplex ,-0.5044401447150855,0.09943158353115553,-0.3045688460457303,-0.3948651125392976,-0.39059943907586686,-0.5317601553439746,-0.6352665064527432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1307,Soul Men ,0.1178552638819112,,-0.5654230564614947,-0.35185886548833367,-0.3401405116376454,-0.45067494669605707,-0.6013934161672445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1309,Universal Soldier: The Return ,-2.015728994164934,-0.2754270401373797,-0.4538990700136625,-0.3749511344013801,-0.3440990570871186,-0.5560857179383499,-0.6244020630579022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,Impostor ,-0.14884276837394428,0.09943158353115553,-0.4826255626865604,-0.35056768486093753,-0.41224616862235314,-0.49121755102001585,-0.6845925322963597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1315,A Thousand Words ,-0.4155408006297998,0.09943158353115553,-0.40890102262580863,-0.3948651125392976,-0.5346103203642963,-0.5966283222623087,-0.5127637235812321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1316,Delgo ,-1.749030961909078,0.09943158353115553,-0.6016605422540676,-0.38438668514004426,-0.4230194252253498,-0.8317754273412696,-0.7627040488468274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1317,The Gunman ,-0.5044401447150855,0.09943158353115553,-0.4252880266020977,-0.3948651125392976,-0.46125195912342626,0.6520838909156217,-0.6214821096968943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1319,Disturbia ,0.4734526402230524,-0.36914169605451347,0.6514664870541647,-0.3948651125392976,-0.43108684063503566,0.8872309959945825,0.34627521979894044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1320,Hackers ,-0.14884276837394428,-0.36914169605451347,-0.24721772769522835,0.20106440779738496,0.1468106868178027,-0.5236516344791828,-0.6643788980859507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1321,The Hunting Party ,0.4734526402230524,-0.2519983761580962,-0.46888030945489484,-0.3948651125392976,-0.5204798163547846,-0.40202382150730653,-0.7576184291338944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1327,The Last Shot ,-0.5933394888003704,,-0.5926215442049831,-0.3904453019301339,-0.28316752206737944,-0.8236669064764778,-0.7633759483452969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1328,The Crow ,1.0957480488200482,-0.2988557041166631,0.3091798006004052,0.35004678788155563,-0.413949846410734,-0.2074193207523044,-0.06304122808784077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1330,The Time Traveler's Wife ,0.6512513283936222,0.07600291955187208,0.16211781506101858,0.25072520115877517,-0.5172728934590087,0.5709986822677041,0.11428664370664673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1331,Because I Said So ,-0.6822388328856561,,-0.3982389437850403,-0.3948651125392976,-0.4490255655832812,-0.2722874876706385,-0.1753117721496758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1332,The Fast and the Furious ,0.2956539520524818,0.05257425557258863,1.2303766213097642,0.3003859945201654,1.7255186986039057,0.3520686189183267,1.2450525359302924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1333,Frankenweenie ,0.5623519843083373,0.07600291955187208,-0.1165834929302484,0.8466547214954577,-0.3065179294022466,1.835927937175218,-0.2778339872564391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1334,Serenity ,1.4513454251611895,0.09943158353115553,1.0291689322051258,0.3003859945201654,-0.4027757244457654,1.073726975884793,-0.41658985028905965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
